"Iteration","Time_si","Walltime","Optimization","Period","Period_si","Perturbation","Perturbation_si","MidPoint","MidPoint_si","Wave","Wave_si","Radius","Radius_si","CenterX","CenterX_si","CenterY","CenterY_si","BubbleType","BubbleType_si","Density_h","Density_h_si","Density_l","Density_l_si","PhaseField_h","PhaseField_h_si","PhaseField_l","PhaseField_l_si","W","W_si","omega_phi","omega_phi_si","M","M_si","sigma","sigma_si","tau_l","tau_l_si","tau_h","tau_h_si","Viscosity_l","Viscosity_l_si","Viscosity_h","Viscosity_h_si","omega_bulk","omega_bulk_si","bulk_visc","bulk_visc_si","BuoyancyX","BuoyancyX_si","BuoyancyY","BuoyancyY_si","fixedIterator","fixedIterator_si","Threshold","Threshold_si","PhaseField_init-DefaultZone","PhaseField_init-DefaultZone_si","radAngle-DefaultZone","radAngle-DefaultZone_si","VelocityX-DefaultZone","VelocityX-DefaultZone_si","VelocityY-DefaultZone","VelocityY-DefaultZone_si","Pressure-DefaultZone","Pressure-DefaultZone_si","GravitationX-DefaultZone","GravitationX-DefaultZone_si","GravitationY-DefaultZone","GravitationY-DefaultZone_si","PressureLossInObj-DefaultZone","PressureLossInObj-DefaultZone_si","OutletFluxInObj-DefaultZone","OutletFluxInObj-DefaultZone_si","InletFluxInObj-DefaultZone","InletFluxInObj-DefaultZone_si","TotalDensityInObj-DefaultZone","TotalDensityInObj-DefaultZone_si","NMovingWallForceInObj-DefaultZone","NMovingWallForceInObj-DefaultZone_si","NMovingWallPowerInObj-DefaultZone","NMovingWallPowerInObj-DefaultZone_si","BubbleVelocityXInObj-DefaultZone","BubbleVelocityXInObj-DefaultZone_si","BubbleVelocityYInObj-DefaultZone","BubbleVelocityYInObj-DefaultZone_si","BubbleVelocityZInObj-DefaultZone","BubbleVelocityZInObj-DefaultZone_si","BubbleLocationYInObj-DefaultZone","BubbleLocationYInObj-DefaultZone_si","SumPhiGasInObj-DefaultZone","SumPhiGasInObj-DefaultZone_si","FDragInObj-DefaultZone","FDragInObj-DefaultZone_si","FLiftInObj-DefaultZone","FLiftInObj-DefaultZone_si","FTotalInObj-DefaultZone","FTotalInObj-DefaultZone_si","PressureLoss","PressureLoss_si","OutletFlux","OutletFlux_si","InletFlux","InletFlux_si","TotalDensity","TotalDensity_si","NMovingWallForce","NMovingWallForce_si","NMovingWallPower","NMovingWallPower_si","BubbleVelocityX","BubbleVelocityX_si","BubbleVelocityY","BubbleVelocityY_si","BubbleVelocityZ","BubbleVelocityZ_si","BubbleLocationY","BubbleLocationY_si","SumPhiGas","SumPhiGas_si","FDrag","FDrag_si","FLift","FLift_si","FTotal","FTotal_si","Objective","Objective_si","RTIBubble","RTIBubble_si","RTISpike","RTISpike_si","WaveLocation","WaveLocation_si","dx_si","dt_si","dm_si"
50, 5.0000000000000e+01, 3.0945256100000e-01, 0, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.2000000000000e+01, 1.2000000000000e+01, 3.2000000000000e+01, 3.2000000000000e+01, 4.8000000000000e+02, 4.8000000000000e+02, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e-02, 1.0000000000000e-02, 1.0000000000000e+00, 1.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 4.0000000000000e+00, 4.0000000000000e+00, 1.5384615384615e+00, 1.5384615384615e+00, 5.0000000000000e-02, 5.0000000000000e-02, 5.0000000000000e-05, 5.0000000000000e-05, 6.0000000000000e-01, 6.0000000000000e-01, 3.0000000000000e-01, 3.0000000000000e-01, 2.0000000000000e-01, 2.0000000000000e-01, 1.0000000000000e-01, 1.0000000000000e-01, 1.0000000000000e+00, 1.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 7.0000000000000e-06, 7.0000000000000e-06, 2.0000000000000e+00, 2.0000000000000e+00, 5.0000000000000e-01, 5.0000000000000e-01, 1.0000000000000e+00, 1.0000000000000e+00, 1.5707960000000e+00, 1.5707960000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 3.2380957842789e-15, 3.2380957842789e-15, -3.0229842423965e-01, -3.0229842423965e-01, 0.0000000000000e+00, 0.0000000000000e+00, 8.1456987302760e+06, 8.1456987302760e+06, 3.2261934024506e+04, 3.2261934024506e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
100, 1.0000000000000e+02, 6.1036436900000e-01, 0, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.2000000000000e+01, 1.2000000000000e+01, 3.2000000000000e+01, 3.2000000000000e+01, 4.8000000000000e+02, 4.8000000000000e+02, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e-02, 1.0000000000000e-02, 1.0000000000000e+00, 1.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 4.0000000000000e+00, 4.0000000000000e+00, 1.5384615384615e+00, 1.5384615384615e+00, 5.0000000000000e-02, 5.0000000000000e-02, 5.0000000000000e-05, 5.0000000000000e-05, 6.0000000000000e-01, 6.0000000000000e-01, 3.0000000000000e-01, 3.0000000000000e-01, 2.0000000000000e-01, 2.0000000000000e-01, 1.0000000000000e-01, 1.0000000000000e-01, 1.0000000000000e+00, 1.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 7.0000000000000e-06, 7.0000000000000e-06, 2.0000000000000e+00, 2.0000000000000e+00, 5.0000000000000e-01, 5.0000000000000e-01, 1.0000000000000e+00, 1.0000000000000e+00, 1.5707960000000e+00, 1.5707960000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0149117010266e-14, 1.0149117010266e-14, -5.9150296667418e-01, -5.9150296667418e-01, 0.0000000000000e+00, 0.0000000000000e+00, 8.1442407282345e+06, 8.1442407282345e+06, 3.2258839863835e+04, 3.2258839863835e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
150, 1.5000000000000e+02, 9.1161074400000e-01, 0, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.2000000000000e+01, 1.2000000000000e+01, 3.2000000000000e+01, 3.2000000000000e+01, 4.8000000000000e+02, 4.8000000000000e+02, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e-02, 1.0000000000000e-02, 1.0000000000000e+00, 1.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 4.0000000000000e+00, 4.0000000000000e+00, 1.5384615384615e+00, 1.5384615384615e+00, 5.0000000000000e-02, 5.0000000000000e-02, 5.0000000000000e-05, 5.0000000000000e-05, 6.0000000000000e-01, 6.0000000000000e-01, 3.0000000000000e-01, 3.0000000000000e-01, 2.0000000000000e-01, 2.0000000000000e-01, 1.0000000000000e-01, 1.0000000000000e-01, 1.0000000000000e+00, 1.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 7.0000000000000e-06, 7.0000000000000e-06, 2.0000000000000e+00, 2.0000000000000e+00, 5.0000000000000e-01, 5.0000000000000e-01, 1.0000000000000e+00, 1.0000000000000e+00, 1.5707960000000e+00, 1.5707960000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.2752593475847e-15, 1.2752593475847e-15, -8.0821108946843e-01, -8.0821108946843e-01, 0.0000000000000e+00, 0.0000000000000e+00, 8.1435635199355e+06, 8.1435635199355e+06, 3.2257397165489e+04, 3.2257397165489e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
200, 2.0000000000000e+02, 1.2126751390000e+00, 0, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.2000000000000e+01, 1.2000000000000e+01, 3.2000000000000e+01, 3.2000000000000e+01, 4.8000000000000e+02, 4.8000000000000e+02, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e-02, 1.0000000000000e-02, 1.0000000000000e+00, 1.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 4.0000000000000e+00, 4.0000000000000e+00, 1.5384615384615e+00, 1.5384615384615e+00, 5.0000000000000e-02, 5.0000000000000e-02, 5.0000000000000e-05, 5.0000000000000e-05, 6.0000000000000e-01, 6.0000000000000e-01, 3.0000000000000e-01, 3.0000000000000e-01, 2.0000000000000e-01, 2.0000000000000e-01, 1.0000000000000e-01, 1.0000000000000e-01, 1.0000000000000e+00, 1.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 7.0000000000000e-06, 7.0000000000000e-06, 2.0000000000000e+00, 2.0000000000000e+00, 5.0000000000000e-01, 5.0000000000000e-01, 1.0000000000000e+00, 1.0000000000000e+00, 1.5707960000000e+00, 1.5707960000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.4843221561535e-14, 1.4843221561535e-14, -8.9971543734720e-01, -8.9971543734720e-01, 0.0000000000000e+00, 0.0000000000000e+00, 8.1430114976304e+06, 8.1430114976304e+06, 3.2256193240578e+04, 3.2256193240578e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
250, 2.5000000000000e+02, 1.5459693750000e+00, 0, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.2000000000000e+01, 1.2000000000000e+01, 3.2000000000000e+01, 3.2000000000000e+01, 4.8000000000000e+02, 4.8000000000000e+02, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e-02, 1.0000000000000e-02, 1.0000000000000e+00, 1.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 4.0000000000000e+00, 4.0000000000000e+00, 1.5384615384615e+00, 1.5384615384615e+00, 5.0000000000000e-02, 5.0000000000000e-02, 5.0000000000000e-05, 5.0000000000000e-05, 6.0000000000000e-01, 6.0000000000000e-01, 3.0000000000000e-01, 3.0000000000000e-01, 2.0000000000000e-01, 2.0000000000000e-01, 1.0000000000000e-01, 1.0000000000000e-01, 1.0000000000000e+00, 1.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 7.0000000000000e-06, 7.0000000000000e-06, 2.0000000000000e+00, 2.0000000000000e+00, 5.0000000000000e-01, 5.0000000000000e-01, 1.0000000000000e+00, 1.0000000000000e+00, 1.5707960000000e+00, 1.5707960000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.7286903991067e-14, 1.7286903991067e-14, -8.9319453687774e-01, -8.9319453687774e-01, 0.0000000000000e+00, 0.0000000000000e+00, 8.1430106957978e+06, 8.1430106957978e+06, 3.2256110791780e+04, 3.2256110791780e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
300, 3.0000000000000e+02, 1.8492524630000e+00, 0, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.2000000000000e+01, 1.2000000000000e+01, 3.2000000000000e+01, 3.2000000000000e+01, 4.8000000000000e+02, 4.8000000000000e+02, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e-02, 1.0000000000000e-02, 1.0000000000000e+00, 1.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 4.0000000000000e+00, 4.0000000000000e+00, 1.5384615384615e+00, 1.5384615384615e+00, 5.0000000000000e-02, 5.0000000000000e-02, 5.0000000000000e-05, 5.0000000000000e-05, 6.0000000000000e-01, 6.0000000000000e-01, 3.0000000000000e-01, 3.0000000000000e-01, 2.0000000000000e-01, 2.0000000000000e-01, 1.0000000000000e-01, 1.0000000000000e-01, 1.0000000000000e+00, 1.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 7.0000000000000e-06, 7.0000000000000e-06, 2.0000000000000e+00, 2.0000000000000e+00, 5.0000000000000e-01, 5.0000000000000e-01, 1.0000000000000e+00, 1.0000000000000e+00, 1.5707960000000e+00, 1.5707960000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.9314482332293e-14, 1.9314482332293e-14, -8.5060242267250e-01, -8.5060242267250e-01, 0.0000000000000e+00, 0.0000000000000e+00, 8.1435089233567e+06, 8.1435089233567e+06, 3.2257071296780e+04, 3.2257071296780e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
